K,N,M,T,Baseline Cycles,Baseline Performance,WIP Scalar Cycles,WIP Scalar Performance,Josua Cycles,Josua Performance
8,24,8,20,1580275.000000,1.070000,1273394.000000,1.320000,1277794.000000,1.320000
8,24,8,24,1799758.000000,1.130000,1451552.000000,1.400000,1436387.000000,1.410000
8,24,8,28,2129370.000000,1.110000,1727618.000000,1.370000,1716378.000000,1.380000
8,24,12,4,301796.000000,1.030000,240740.000000,1.290000,253642.000000,1.220000
8,24,12,8,626746.000000,1.040000,496281.000000,1.320000,504952.000000,1.300000
8,24,12,12,937086.000000,1.070000,754518.000000,1.320000,761812.000000,1.310000
8,24,12,16,1221095.000000,1.100000,1005857.000000,1.330000,999128.000000,1.340000
8,24,12,20,1578281.000000,1.070000,1275793.000000,1.320000,1287388.000000,1.310000
8,24,12,24,1917464.000000,1.060000,1538742.000000,1.320000,1527416.000000,1.330000
8,24,12,28,2248876.000000,1.060000,1830535.000000,1.300000,1815873.000000,1.310000
8,24,16,4,317428.000000,0.990000,256463.000000,1.220000,269123.000000,1.160000
8,24,16,8,654147.000000,1.010000,530134.000000,1.240000,529363.000000,1.240000
8,24,16,12,973033.000000,1.030000,783204.000000,1.280000,798579.000000,1.250000
8,24,16,16,1306866.000000,1.030000,1076121.000000,1.250000,1060190.000000,1.270000
8,24,16,20,1661164.000000,1.020000,1326165.000000,1.270000,1345444.000000,1.260000
8,24,16,24,1995619.000000,1.020000,1606917.000000,1.270000,1588021.000000,1.280000
8,24,16,28,2340584.000000,1.020000,1923541.000000,1.240000,1893387.000000,1.260000
8,24,20,4,332855.000000,0.950000,273584.000000,1.160000,285265.000000,1.110000
8,24,20,8,684990.000000,0.960000,565405.000000,1.170000,559867.000000,1.180000
8,24,20,12,1010122.000000,0.990000,839226.000000,1.200000,842557.000000,1.190000
8,24,20,16,1368535.000000,0.990000,1128641.000000,1.200000,1128906.000000,1.200000
8,24,20,20,1760165.000000,0.960000,1385304.000000,1.220000,1438748.000000,1.180000
8,24,20,24,2094809.000000,0.970000,1692589.000000,1.200000,1698383.000000,1.200000
8,24,20,28,2444800.000000,0.970000,2006097.000000,1.190000,2023464.000000,1.180000
8,24,24,4,348316.000000,0.920000,287877.000000,1.110000,300970.000000,1.060000
8,24,24,8,716113.000000,0.930000,597030.000000,1.110000,582990.000000,1.140000
8,24,24,12,1044424.000000,0.970000,868623.000000,1.160000,878644.000000,1.150000
8,24,24,16,1414332.000000,0.960000,1182162.000000,1.140000,1167149.000000,1.160000
8,24,24,20,1852628.000000,0.920000,1471891.000000,1.150000,1529698.000000,1.110000
8,24,24,24,2222276.000000,0.920000,1771655.000000,1.150000,1793725.000000,1.140000
8,24,24,28,2547676.000000,0.940000,2117477.000000,1.130000,2121815.000000,1.120000
8,24,28,4,364458.000000,0.890000,304406.000000,1.060000,318191.000000,1.020000
8,24,28,8,741903.000000,0.900000,630332.000000,1.060000,608362.000000,1.100000
8,24,28,12,1083655.000000,0.930000,911663.000000,1.110000,919021.000000,1.100000
8,24,28,16,1464390.000000,0.930000,1234624.000000,1.100000,1213574.000000,1.120000
8,24,28,20,1942027.000000,0.880000,1575916.000000,1.080000,1633470.000000,1.040000
8,24,28,24,2305638.000000,0.890000,1854555.000000,1.100000,1868187.000000,1.090000
8,24,28,28,2721496.000000,0.880000,2223094.000000,1.070000,2262051.000000,1.060000
8,28,4,4,352373.000000,1.160000,276821.000000,1.480000,289884.000000,1.410000
8,28,4,8,732868.000000,1.200000,578316.000000,1.510000,588372.000000,1.490000
8,28,4,12,1117794.000000,1.200000,871847.000000,1.540000,897707.000000,1.490000
8,28,4,16,1492663.000000,1.210000,1185540.000000,1.530000,1207609.000000,1.500000
8,28,4,20,1902208.000000,1.200000,1514347.000000,1.500000,1528079.000000,1.490000
8,28,4,24,2299395.000000,1.190000,1852525.000000,1.480000,1861233.000000,1.470000
8,28,4,28,2720179.000000,1.180000,2188721.000000,1.460000,2203913.000000,1.450000
8,28,8,4,374764.000000,1.100000,294472.000000,1.410000,307936.000000,1.340000
8,28,8,8,803950.000000,1.090000,621924.000000,1.410000,626682.000000,1.400000
8,28,8,12,1167619.000000,1.150000,925418.000000,1.450000,946099.000000,1.420000
8,28,8,16,1586149.000000,1.140000,1252683.000000,1.450000,1261018.000000,1.440000
8,28,8,20,1961070.000000,1.160000,1722121.000000,1.320000,1741583.000000,1.310000
8,28,8,24,2402570.000000,1.140000,1945787.000000,1.410000,1935720.000000,1.420000
8,28,8,28,2890240.000000,1.110000,2349657.000000,1.370000,2355835.000000,1.360000
8,28,12,4,391989.000000,1.070000,312911.000000,1.330000,327690.000000,1.270000
8,28,12,8,816314.000000,1.080000,665084.000000,1.330000,659371.000000,1.340000
8,28,12,12,1231529.000000,1.100000,977079.000000,1.380000,995505.000000,1.360000
8,28,12,16,1605910.000000,1.130000,1311103.000000,1.380000,1312396.000000,1.380000
8,28,12,20,2087643.000000,1.090000,1679146.000000,1.360000,1700769.000000,1.340000
8,28,12,24,2519141.000000,1.090000,2057922.000000,1.340000,2027896.000000,1.350000
8,28,12,28,2942110.000000,1.090000,2412326.000000,1.330000,2409023.000000,1.330000
8,28,16,4,412362.000000,1.020000,330776.000000,1.270000,345806.000000,1.220000
8,28,16,8,853274.000000,1.040000,700892.000000,1.270000,689754.000000,1.290000
8,28,16,12,1277556.000000,1.060000,1031499.000000,1.310000,1049748.000000,1.290000
8,28,16,16,1705162.000000,1.070000,1380325.000000,1.320000,1385650.000000,1.310000
8,28,16,20,2182985.000000,1.050000,1756307.000000,1.300000,1781946.000000,1.280000
8,28,16,24,2648606.000000,1.040000,2212889.000000,1.240000,2203509.000000,1.250000
8,28,16,28,3118109.000000,1.030000,2542031.000000,1.270000,2540660.000000,1.270000
8,28,20,4,429893.000000,0.990000,349548.000000,1.220000,363753.000000,1.170000
8,28,20,8,881567.000000,1.010000,735449.000000,1.210000,720768.000000,1.240000
8,28,20,12,1317391.000000,1.030000,1082071.000000,1.250000,1092610.000000,1.240000
8,28,20,16,1774143.000000,1.030000,1442722.000000,1.260000,1464359.000000,1.250000
8,28,20,20,2299207.000000,1.000000,1818637.000000,1.260000,1895173.000000,1.210000
8,28,20,24,2751913.000000,1.000000,2236819.000000,1.230000,2243415.000000,1.230000
8,28,20,28,3243515.000000,0.990000,2649209.000000,1.220000,2667122.000000,1.210000
8,28,24,4,448690.000000,0.960000,368351.000000,1.160000,383238.000000,1.120000
8,28,24,8,915777.000000,0.980000,767774.000000,1.170000,750035.000000,1.190000
8,28,24,12,1363558.000000,1.000000,1131685.000000,1.200000,1140525.000000,1.190000
8,28,24,16,1831174.000000,1.000000,1515940.000000,1.210000,1522739.000000,1.200000
8,28,24,20,2403843.000000,0.950000,1922631.000000,1.190000,2001536.000000,1.150000
8,28,24,24,2907767.000000,0.950000,2337063.000000,1.180000,2362849.000000,1.170000
8,28,24,28,3350551.000000,0.960000,2770993.000000,1.160000,2792815.000000,1.150000
8,28,28,4,468527.000000,0.920000,388585.000000,1.110000,409571.000000,1.060000
8,28,28,8,955718.000000,0.940000,803593.000000,1.120000,784753.000000,1.150000
8,28,28,12,1410580.000000,0.970000,1188604.000000,1.150000,1194626.000000,1.140000
8,28,28,16,1893215.000000,0.970000,1575032.000000,1.160000,1578143.000000,1.160000
8,28,28,20,2505909.000000,0.920000,2022822.000000,1.140000,2102901.000000,1.090000
8,28,28,24,3004081.000000,0.920000,2436602.000000,1.130000,2446446.000000,1.130000
8,28,28,28,3525636.000000,0.920000,2878232.000000,1.120000,2934321.000000,1.100000
12,4,4,4,26277.000000,0.620000,21740.000000,0.750000,20973.000000,0.770000
12,4,4,8,47342.000000,0.700000,35988.000000,0.920000,35852.000000,0.930000
12,4,4,12,73048.000000,0.690000,53628.000000,0.940000,52861.000000,0.950000
12,4,4,16,92953.000000,0.720000,147232.000000,0.460000,147035.000000,0.460000
12,4,4,20,128288.000000,0.660000,90031.000000,0.940000,87851.000000,0.960000
12,4,4,24,144249.000000,0.700000,107899.000000,0.940000,104584.000000,0.970000
12,4,4,28,169133.000000,0.700000,128894.000000,0.920000,126819.000000,0.930000
12,4,8,4,29889.000000,0.570000,25371.000000,0.670000,24353.000000,0.700000
12,4,8,8,59153.000000,0.580000,47903.000000,0.710000,47702.000000,0.710000
12,4,8,12,98760.000000,0.520000,78643.000000,0.650000,77882.000000,0.650000
12,4,8,16,487655.000000,0.140000,435007.000000,0.160000,438792.000000,0.150000
12,4,8,20,132603.000000,0.640000,105343.000000,0.810000,102239.000000,0.830000
12,4,8,24,162261.000000,0.630000,127374.000000,0.800000,121291.000000,0.840000
12,4,8,28,310822.000000,0.380000,263621.000000,0.450000,256067.000000,0.460000
12,4,12,4,33585.000000,0.530000,29251.000000,0.610000,27839.000000,0.640000
12,4,12,8,65863.000000,0.530000,54692.000000,0.640000,53916.000000,0.650000
12,4,12,12,103770.000000,0.500000,80391.000000,0.640000,80526.000000,0.640000
12,4,12,16,245122.000000,0.280000,207510.000000,0.330000,204768.000000,0.340000
12,4,12,20,172983.000000,0.500000,135575.000000,0.630000,133131.000000,0.640000
12,4,12,24,206406.000000,0.500000,165171.000000,0.620000,154048.000000,0.670000
12,4,12,28,217717.000000,0.550000,175753.000000,0.680000,166983.000000,0.720000
12,4,16,4,37050.000000,0.500000,32827.000000,0.570000,31590.000000,0.590000
12,4,16,8,72780.000000,0.490000,61613.000000,0.580000,61269.000000,0.580000
12,4,16,12,112011.000000,0.470000,91911.000000,0.570000,90522.000000,0.580000
12,4,16,16,143732.000000,0.480000,121794.000000,0.570000,117248.000000,0.590000
12,4,16,20,341616.000000,0.250000,294807.000000,0.290000,291104.000000,0.300000
12,4,16,24,207712.000000,0.500000,170524.000000,0.610000,156944.000000,0.660000
12,4,16,28,341231.000000,0.350000,288628.000000,0.420000,273601.000000,0.440000
12,4,20,4,40797.000000,0.480000,36716.000000,0.530000,34903.000000,0.560000
12,4,20,8,79110.000000,0.460000,68071.000000,0.530000,66959.000000,0.540000
12,4,20,12,122275.000000,0.440000,102395.000000,0.520000,100604.000000,0.530000
12,4,20,16,157716.000000,0.450000,134600.000000,0.520000,130317.000000,0.540000
12,4,20,20,216966.000000,0.400000,170748.000000,0.510000,169251.000000,0.520000
12,4,20,24,411864.000000,0.250000,350609.000000,0.300000,343209.000000,0.300000
12,4,20,28,271426.000000,0.450000,226627.000000,0.540000,220767.000000,0.550000
12,4,24,4,44081.000000,0.460000,40704.000000,0.500000,38324.000000,0.530000
12,4,24,8,85914.000000,0.430000,74965.000000,0.500000,73444.000000,0.510000
12,4,24,12,128743.000000,0.420000,114004.000000,0.480000,111474.000000,0.490000
12,4,24,16,171314.000000,0.420000,146632.000000,0.490000,142275.000000,0.500000
12,4,24,20,238610.000000,0.370000,193990.000000,0.450000,192569.000000,0.460000
12,4,24,24,286336.000000,0.370000,230474.000000,0.460000,217215.000000,0.480000
12,4,24,28,428606.000000,0.290000,369416.000000,0.330000,363942.000000,0.340000
12,4,28,4,48048.000000,0.440000,44252.000000,0.480000,41990.000000,0.500000
12,4,28,8,92274.000000,0.410000,81735.000000,0.470000,79891.000000,0.480000
12,4,28,12,136932.000000,0.400000,124682.000000,0.440000,122224.000000,0.450000
12,4,28,16,186241.000000,0.390000,158481.000000,0.450000,153651.000000,0.470000
12,4,28,20,262586.000000,0.340000,216555.000000,0.410000,216671.000000,0.410000
12,4,28,24,307297.000000,0.340000,251361.000000,0.420000,234767.000000,0.450000
12,4,28,28,362014.000000,0.340000,303556.000000,0.410000,291192.000000,0.420000
12,8,4,4,64058.000000,0.880000,50708.000000,1.110000,49951.000000,1.130000
12,8,4,8,124572.000000,0.950000,92184.000000,1.280000,94622.000000,1.240000
12,8,4,12,185314.000000,0.970000,138991.000000,1.290000,140784.000000,1.270000
12,8,4,16,246991.000000,0.970000,190273.000000,1.270000,190860.000000,1.260000
12,8,4,20,318820.000000,0.950000,241120.000000,1.250000,240503.000000,1.260000
12,8,4,24,380056.000000,0.960000,288573.000000,1.260000,284677.000000,1.280000
12,8,4,28,449283.000000,0.950000,344982.000000,1.230000,344539.000000,1.230000
12,8,8,4,71233.000000,0.810000,58779.000000,0.980000,57092.000000,1.010000
12,8,8,8,143648.000000,0.830000,111512.000000,1.070000,113198.000000,1.050000
12,8,8,12,203702.000000,0.890000,157311.000000,1.150000,159720.000000,1.130000
12,8,8,16,320091.000000,0.760000,257089.000000,0.940000,241630.000000,1.000000
12,8,8,20,425059.000000,0.720000,326702.000000,0.930000,323739.000000,0.940000
12,8,8,24,560802.000000,0.650000,328762.000000,1.110000,318014.000000,1.150000
12,8,8,28,490048.000000,0.870000,393848.000000,1.080000,388809.000000,1.100000
12,8,12,4,78853.000000,0.750000,66122.000000,0.900000,64324.000000,0.920000
12,8,12,8,155617.000000,0.780000,124498.000000,0.970000,125741.000000,0.960000
12,8,12,12,240095.000000,0.760000,185876.000000,0.980000,187555.000000,0.970000
12,8,12,16,311663.000000,0.780000,257252.000000,0.950000,246143.000000,0.990000
12,8,12,20,403456.000000,0.760000,323639.000000,0.940000,316161.000000,0.970000
12,8,12,24,456819.000000,0.800000,367025.000000,1.000000,350409.000000,1.050000
12,8,12,28,630155.000000,0.680000,504186.000000,0.850000,487745.000000,0.880000
12,8,16,4,86591.000000,0.700000,73741.000000,0.830000,71740.000000,0.850000
12,8,16,8,169897.000000,0.720000,137474.000000,0.890000,139108.000000,0.880000
12,8,16,12,257551.000000,0.710000,207478.000000,0.890000,208067.000000,0.880000
12,8,16,16,338202.000000,0.730000,284784.000000,0.860000,270983.000000,0.910000
12,8,16,20,418553.000000,0.730000,411000.000000,0.750000,380710.000000,0.810000
12,8,16,24,651299.000000,0.570000,526804.000000,0.700000,489996.000000,0.750000
12,8,16,28,670906.000000,0.640000,551377.000000,0.780000,533447.000000,0.810000
12,8,20,4,92718.000000,0.680000,81188.000000,0.770000,78491.000000,0.800000
12,8,20,8,181605.000000,0.680000,150520.000000,0.820000,152023.000000,0.820000
12,8,20,12,276995.000000,0.670000,229523.000000,0.810000,229948.000000,0.810000
12,8,20,16,366222.000000,0.680000,313314.000000,0.790000,299461.000000,0.830000
12,8,20,20,496236.000000,0.620000,395321.000000,0.780000,389507.000000,0.790000
12,8,20,24,614945.000000,0.600000,502329.000000,0.740000,485337.000000,0.760000
12,8,20,28,821230.000000,0.530000,690223.000000,0.630000,680853.000000,0.630000
12,8,24,4,100059.000000,0.640000,88234.000000,0.730000,85493.000000,0.750000
12,8,24,8,196365.000000,0.640000,164174.000000,0.770000,164498.000000,0.760000
12,8,24,12,291264.000000,0.640000,251731.000000,0.740000,250789.000000,0.750000
12,8,24,16,395726.000000,0.630000,339346.000000,0.730000,322098.000000,0.770000
12,8,24,20,540791.000000,0.570000,437064.000000,0.710000,437035.000000,0.710000
12,8,24,24,648703.000000,0.570000,517731.000000,0.720000,495459.000000,0.750000
12,8,24,28,869555.000000,0.500000,735659.000000,0.590000,729715.000000,0.590000
12,8,28,4,111317.000000,0.590000,95960.000000,0.690000,92404.000000,0.710000
12,8,28,8,210473.000000,0.600000,176677.000000,0.720000,176723.000000,0.720000
12,8,28,12,307716.000000,0.610000,276607.000000,0.680000,271973.000000,0.690000
12,8,28,16,426830.000000,0.590000,367459.000000,0.680000,346225.000000,0.720000
12,8,28,20,585175.000000,0.530000,481565.000000,0.650000,486411.000000,0.640000
12,8,28,24,689416.000000,0.540000,556101.000000,0.670000,533040.000000,0.700000
12,8,28,28,817137.000000,0.530000,673081.000000,0.650000,658696.000000,0.660000
12,12,4,4,122242.000000,0.980000,92315.000000,1.300000,95074.000000,1.260000
12,12,4,8,239796.000000,1.060000,185405.000000,1.370000,188713.000000,1.340000
12,12,4,12,365350.000000,1.060000,282808.000000,1.370000,286233.000000,1.350000
12,12,4,16,482920.000000,1.080000,380081.000000,1.370000,383204.000000,1.360000
12,12,4,20,612624.000000,1.070000,486972.000000,1.340000,487029.000000,1.340000
12,12,4,24,739420.000000,1.070000,598453.000000,1.320000,591329.000000,1.330000
12,12,4,28,875216.000000,1.050000,710639.000000,1.300000,707960.000000,1.300000
12,12,8,4,132509.000000,0.920000,103743.000000,1.180000,105803.000000,1.160000
12,12,8,8,268538.000000,0.950000,210642.000000,1.220000,214816.000000,1.190000
12,12,8,12,389055.000000,1.000000,312179.000000,1.250000,314056.000000,1.240000
12,12,8,16,533826.000000,0.980000,427351.000000,1.230000,426832.000000,1.230000
12,12,8,20,658804.000000,1.000000,531438.000000,1.240000,532461.000000,1.230000
12,12,8,24,801691.000000,0.990000,652459.000000,1.210000,640229.000000,1.240000
12,12,8,28,963395.000000,0.960000,785176.000000,1.180000,771427.000000,1.200000
12,12,12,4,143161.000000,0.870000,115225.000000,1.080000,116432.000000,1.070000
12,12,12,8,292413.000000,0.880000,236906.000000,1.090000,234584.000000,1.100000
12,12,12,12,437598.000000,0.900000,357088.000000,1.100000,351734.000000,1.120000
12,12,12,16,584650.000000,0.900000,485221.000000,1.080000,481056.000000,1.090000
12,12,12,20,714868.000000,0.920000,588526.000000,1.120000,581674.000000,1.130000
12,12,12,24,879469.000000,0.900000,726421.000000,1.090000,700218.000000,1.130000
12,12,12,28,1098333.000000,0.840000,914359.000000,1.010000,888798.000000,1.040000
12,12,16,4,153728.000000,0.830000,126418.000000,1.010000,137813.000000,0.920000
12,12,16,8,310309.000000,0.840000,253388.000000,1.030000,252773.000000,1.030000
12,12,16,12,459149.000000,0.860000,383649.000000,1.030000,382397.000000,1.030000
12,12,16,16,621650.000000,0.850000,512101.000000,1.030000,504065.000000,1.050000
12,12,16,20,866672.000000,0.760000,713492.000000,0.930000,711894.000000,0.930000
12,12,16,24,1071138.000000,0.740000,887321.000000,0.900000,865506.000000,0.920000
12,12,16,28,1171333.000000,0.790000,975166.000000,0.950000,954681.000000,0.970000
12,12,20,4,163933.000000,0.790000,138207.000000,0.940000,137704.000000,0.940000
12,12,20,8,354917.000000,0.740000,285082.000000,0.920000,272639.000000,0.970000
12,12,20,12,484318.000000,0.820000,414214.000000,0.960000,413722.000000,0.960000
12,12,20,16,666312.000000,0.800000,553383.000000,0.960000,545250.000000,0.970000
12,12,20,20,864299.000000,0.770000,694040.000000,0.960000,704929.000000,0.940000
12,12,20,24,1197188.000000,0.670000,933123.000000,0.860000,915672.000000,0.870000
12,12,20,28,1211668.000000,0.770000,1019489.000000,0.910000,1006067.000000,0.930000
12,12,24,4,174794.000000,0.760000,149222.000000,0.880000,148167.000000,0.890000
12,12,24,8,353954.000000,0.750000,306912.000000,0.870000,290716.000000,0.910000
12,12,24,12,513541.000000,0.780000,450092.000000,0.890000,444011.000000,0.900000
12,12,24,16,707201.000000,0.750000,593998.000000,0.900000,580632.000000,0.920000
12,12,24,20,931682.000000,0.720000,770441.000000,0.870000,775964.000000,0.860000
12,12,24,24,1126384.000000,0.710000,921501.000000,0.870000,900833.000000,0.890000
12,12,24,28,1329773.000000,0.700000,1126442.000000,0.830000,1113998.000000,0.840000
12,12,28,4,185816.000000,0.720000,162837.000000,0.830000,159447.000000,0.840000
12,12,28,8,370050.000000,0.720000,325771.000000,0.820000,310481.000000,0.860000
12,12,28,12,534851.000000,0.750000,478823.000000,0.840000,474625.000000,0.850000
12,12,28,16,751508.000000,0.710000,635083.000000,0.840000,613744.000000,0.870000
12,12,28,20,997461.000000,0.670000,829524.000000,0.810000,847180.000000,0.790000
12,12,28,24,1260618.000000,0.640000,984201.000000,0.820000,947673.000000,0.850000
12,12,28,28,1407058.000000,0.670000,1180991.000000,0.790000,1160275.000000,0.810000
12,16,4,4,195422.000000,1.060000,147421.000000,1.410000,158244.000000,1.310000
12,16,4,8,391865.000000,1.130000,311262.000000,1.420000,313202.000000,1.410000
12,16,4,12,595793.000000,1.130000,468956.000000,1.440000,477856.000000,1.410000
12,16,4,16,796279.000000,1.140000,632373.000000,1.440000,643182.000000,1.410000
12,16,4,20,1018433.000000,1.120000,807051.000000,1.420000,816827.000000,1.400000
12,16,4,24,1251001.000000,1.100000,989891.000000,1.390000,991190.000000,1.390000
12,16,4,28,1485250.000000,1.080000,1184575.000000,1.360000,1191262.000000,1.350000
12,16,8,4,209332.000000,1.010000,162006.000000,1.300000,172609.000000,1.220000
12,16,8,8,428666.000000,1.040000,350340.000000,1.270000,343003.000000,1.300000
12,16,8,12,653795.000000,1.040000,523682.000000,1.290000,533097.000000,1.270000
12,16,8,16,874395.000000,1.040000,704313.000000,1.290000,707188.000000,1.290000
12,16,8,20,1152829.000000,0.990000,940939.000000,1.220000,908176.000000,1.260000
12,16,8,24,1325919.000000,1.040000,1070786.000000,1.290000,1058924.000000,1.300000
12,16,8,28,1570916.000000,1.030000,1275490.000000,1.260000,1269563.000000,1.270000
12,16,12,4,226613.000000,0.950000,177493.000000,1.210000,185866.000000,1.150000
12,16,12,8,452173.000000,0.990000,378243.000000,1.180000,369757.000000,1.210000
12,16,12,12,687563.000000,0.990000,560461.000000,1.220000,564421.000000,1.210000
12,16,12,16,911559.000000,1.000000,758953.000000,1.210000,754081.000000,1.210000
12,16,12,20,1156525.000000,0.990000,935613.000000,1.230000,940978.000000,1.220000
12,16,12,24,1445851.000000,0.960000,1178605.000000,1.170000,1156061.000000,1.200000
12,16,12,28,1679872.000000,0.960000,1368304.000000,1.180000,1344859.000000,1.200000
12,16,16,4,239704.000000,0.910000,192053.000000,1.130000,200793.000000,1.080000
12,16,16,8,474263.000000,0.950000,411227.000000,1.100000,393631.000000,1.150000
12,16,16,12,724321.000000,0.950000,597583.000000,1.150000,603128.000000,1.130000
12,16,16,16,964611.000000,0.950000,806085.000000,1.140000,796829.000000,1.150000
12,16,16,20,1225258.000000,0.940000,995579.000000,1.160000,1004519.000000,1.150000
12,16,16,24,1506845.000000,0.920000,1229684.000000,1.130000,1198288.000000,1.160000
12,16,16,28,1794421.000000,0.900000,1466673.000000,1.100000,1452343.000000,1.110000
12,16,20,4,254024.000000,0.870000,207135.000000,1.060000,215236.000000,1.020000
12,16,20,8,505923.000000,0.900000,435762.000000,1.040000,420006.000000,1.080000
12,16,20,12,757401.000000,0.910000,641864.000000,1.070000,641994.000000,1.070000
12,16,20,16,1028046.000000,0.900000,866902.000000,1.060000,856025.000000,1.080000
12,16,20,20,1348144.000000,0.860000,1087150.000000,1.060000,1101970.000000,1.050000
12,16,20,24,1652072.000000,0.840000,1315002.000000,1.060000,1294649.000000,1.070000
12,16,20,28,1897302.000000,0.850000,1562091.000000,1.040000,1559794.000000,1.040000
12,16,24,4,270244.000000,0.830000,222310.000000,1.010000,228821.000000,0.980000
12,16,24,8,532564.000000,0.860000,470555.000000,0.970000,446134.000000,1.030000
12,16,24,12,792684.000000,0.870000,687838.000000,1.000000,685733.000000,1.010000
12,16,24,16,1084767.000000,0.850000,916894.000000,1.010000,903893.000000,1.020000
12,16,24,20,1444396.000000,0.800000,1175454.000000,0.990000,1197272.000000,0.970000
12,16,24,24,1744585.000000,0.800000,1418916.000000,0.980000,1391205.000000,1.000000
12,16,24,28,1997968.000000,0.810000,1656433.000000,0.980000,1678721.000000,0.970000
12,16,28,4,281321.000000,0.810000,237219.000000,0.960000,244961.000000,0.930000
12,16,28,8,555236.000000,0.830000,501219.000000,0.920000,471109.000000,0.980000
12,16,28,12,822962.000000,0.840000,730237.000000,0.950000,726693.000000,0.960000
12,16,28,16,1141778.000000,0.810000,965763.000000,0.960000,949484.000000,0.980000
12,16,28,20,1526832.000000,0.760000,1265398.000000,0.920000,1295165.000000,0.900000
12,16,28,24,1827360.000000,0.760000,1501801.000000,0.930000,1463491.000000,0.950000
12,16,28,28,2212128.000000,0.740000,1795527.000000,0.910000,1784234.000000,0.910000
12,20,4,4,292765.000000,1.090000,220738.000000,1.450000,232759.000000,1.370000
12,20,4,8,607176.000000,1.120000,480247.000000,1.420000,489422.000000,1.390000
12,20,4,12,893327.000000,1.170000,703402.000000,1.480000,721189.000000,1.440000
12,20,4,16,1182995.000000,1.190000,946807.000000,1.480000,959281.000000,1.460000
12,20,4,20,1515150.000000,1.160000,1205141.000000,1.460000,1213142.000000,1.450000
12,20,4,24,1853488.000000,1.150000,1471326.000000,1.440000,1475886.000000,1.440000
12,20,4,28,2182154.000000,1.140000,1742077.000000,1.430000,1753579.000000,1.420000
12,20,8,4,311263.000000,1.040000,239288.000000,1.350000,250534.000000,1.290000
12,20,8,8,641312.000000,1.070000,505548.000000,1.350000,506963.000000,1.350000
12,20,8,12,943086.000000,1.110000,757742.000000,1.380000,773842.000000,1.350000
12,20,8,16,1266951.000000,1.110000,1020932.000000,1.380000,1027842.000000,1.370000
12,20,8,20,1574080.000000,1.120000,1278177.000000,1.380000,1284956.000000,1.380000
12,20,8,24,1946277.000000,1.090000,1572970.000000,1.350000,1557490.000000,1.370000
12,20,8,28,2307158.000000,1.080000,1864775.000000,1.340000,1855329.000000,1.340000
12,20,12,4,327582.000000,1.000000,260398.000000,1.260000,268078.000000,1.220000
12,20,12,8,670727.000000,1.030000,536829.000000,1.280000,538806.000000,1.280000
12,20,12,12,1005973.000000,1.040000,819011.000000,1.280000,827646.000000,1.270000
12,20,12,16,1307269.000000,1.080000,1091952.000000,1.290000,1078635.000000,1.310000
12,20,12,20,1697825.000000,1.040000,1367590.000000,1.300000,1368730.000000,1.290000
12,20,12,24,2074779.000000,1.030000,1693695.000000,1.260000,1664515.000000,1.280000
12,20,12,28,2470120.000000,1.010000,2071194.000000,1.200000,2047902.000000,1.220000
12,20,16,4,345802.000000,0.960000,279629.000000,1.180000,285647.000000,1.160000
12,20,16,8,699541.000000,0.990000,578123.000000,1.200000,569900.000000,1.210000
12,20,16,12,1047581.000000,1.010000,865201.000000,1.220000,870713.000000,1.210000
12,20,16,16,1427193.000000,0.990000,1168735.000000,1.210000,1150659.000000,1.230000
12,20,16,20,1804536.000000,0.980000,1468132.000000,1.210000,1472482.000000,1.210000
12,20,16,24,2233706.000000,0.960000,1820900.000000,1.170000,1787143.000000,1.200000
12,20,16,28,2602246.000000,0.960000,2127554.000000,1.170000,2111672.000000,1.180000
12,20,20,4,363834.000000,0.920000,297523.000000,1.130000,304984.000000,1.100000
12,20,20,8,731032.000000,0.950000,607917.000000,1.150000,602582.000000,1.160000
12,20,20,12,1087721.000000,0.970000,910179.000000,1.160000,923005.000000,1.150000
12,20,20,16,1493819.000000,0.950000,1238329.000000,1.150000,1225996.000000,1.160000
12,20,20,20,1930004.000000,0.920000,1558191.000000,1.140000,1573766.000000,1.130000
12,20,20,24,2346994.000000,0.910000,1900217.000000,1.130000,1878376.000000,1.140000
12,20,20,28,2697832.000000,0.930000,2215855.000000,1.130000,2230032.000000,1.120000
12,20,24,4,380422.000000,0.890000,318329.000000,1.070000,320488.000000,1.060000
12,20,24,8,766908.000000,0.910000,657923.000000,1.060000,635257.000000,1.100000
12,20,24,12,1129927.000000,0.940000,979500.000000,1.080000,978533.000000,1.080000
12,20,24,16,1568273.000000,0.910000,1306258.000000,1.090000,1282033.000000,1.110000
12,20,24,20,2041446.000000,0.870000,1670789.000000,1.070000,1692559.000000,1.050000
12,20,24,24,2495672.000000,0.860000,2000786.000000,1.070000,1972588.000000,1.090000
12,20,24,28,2832732.000000,0.880000,2334658.000000,1.070000,2344802.000000,1.070000
12,20,28,4,406735.000000,0.840000,339832.000000,1.010000,340763.000000,1.010000
12,20,28,8,801317.000000,0.880000,690988.000000,1.020000,667742.000000,1.050000
12,20,28,12,1173875.000000,0.910000,1027616.000000,1.040000,1025412.000000,1.040000
12,20,28,16,1637539.000000,0.870000,1366123.000000,1.040000,1340209.000000,1.060000
12,20,28,20,2166057.000000,0.830000,1782511.000000,1.000000,1823959.000000,0.980000
12,20,28,24,2578825.000000,0.830000,2101870.000000,1.020000,2075268.000000,1.040000
