K,N,M,T,Baseline Cycles,Baseline Performance,WIP Scalar Cycles,WIP Scalar Performance,Josua Cycles,Josua Performance
16,16,16,20,1681158.000000,0.910000,1368640.000000,1.120000,1369390.000000,1.120000
16,16,16,24,2044910.000000,0.900000,1663385.000000,1.110000,1613140.000000,1.140000
16,16,16,28,2413782.000000,0.890000,1981936.000000,1.090000,1950112.000000,1.110000
16,16,20,4,328897.000000,0.890000,265359.000000,1.110000,281793.000000,1.040000
16,16,20,8,665205.000000,0.910000,560901.000000,1.080000,560615.000000,1.080000
16,16,20,12,1003038.000000,0.910000,851621.000000,1.080000,855672.000000,1.070000
16,16,20,16,1403431.000000,0.870000,1178069.000000,1.040000,1166681.000000,1.050000
16,16,20,20,1773940.000000,0.870000,1426406.000000,1.080000,1437284.000000,1.070000
16,16,20,24,2219272.000000,0.830000,1812562.000000,1.020000,1765428.000000,1.050000
16,16,20,28,2604918.000000,0.830000,2156737.000000,1.000000,2129844.000000,1.020000
16,16,24,4,357740.000000,0.830000,283498.000000,1.050000,299098.000000,1.000000
16,16,24,8,705479.000000,0.860000,610663.000000,1.000000,595371.000000,1.020000
16,16,24,12,1045723.000000,0.880000,914386.000000,1.010000,913553.000000,1.010000
16,16,24,16,1477591.000000,0.830000,1251497.000000,0.980000,1226436.000000,1.000000
16,16,24,20,1896344.000000,0.810000,1539404.000000,1.000000,1566584.000000,0.990000
16,16,24,24,2345957.000000,0.790000,1906935.000000,0.970000,1850853.000000,1.000000
16,16,24,28,2683617.000000,0.810000,2235697.000000,0.970000,2217849.000000,0.980000
16,16,28,4,372315.000000,0.810000,301630.000000,1.000000,318196.000000,0.950000
16,16,28,8,739555.000000,0.830000,661956.000000,0.930000,630837.000000,0.970000
16,16,28,12,1092582.000000,0.850000,980637.000000,0.940000,967947.000000,0.960000
16,16,28,16,1542713.000000,0.800000,1322552.000000,0.930000,1291355.000000,0.960000
16,16,28,20,2012260.000000,0.770000,1660492.000000,0.930000,1700944.000000,0.910000
16,16,28,24,2463078.000000,0.750000,2029685.000000,0.920000,1975863.000000,0.940000
16,16,28,28,2888782.000000,0.750000,2401205.000000,0.900000,2345367.000000,0.930000
16,20,4,4,384766.000000,1.110000,295369.000000,1.440000,308338.000000,1.380000
16,20,4,8,776299.000000,1.170000,618886.000000,1.470000,627712.000000,1.440000
16,20,4,12,1183098.000000,1.170000,939615.000000,1.480000,953757.000000,1.460000
16,20,4,16,1592589.000000,1.170000,1265199.000000,1.480000,1282088.000000,1.460000
16,20,4,20,2038463.000000,1.150000,1612405.000000,1.460000,1621285.000000,1.450000
16,20,4,24,2461550.000000,1.150000,1956313.000000,1.450000,1955419.000000,1.450000
16,20,4,28,2915442.000000,1.140000,2323715.000000,1.430000,2341881.000000,1.420000
16,20,8,4,407118.000000,1.060000,322300.000000,1.340000,330138.000000,1.300000
16,20,8,8,837005.000000,1.090000,672987.000000,1.360000,677090.000000,1.350000
16,20,8,12,1253507.000000,1.110000,1001007.000000,1.390000,1022568.000000,1.360000
16,20,8,16,1711671.000000,1.100000,1368677.000000,1.370000,1371694.000000,1.370000
16,20,8,20,2120074.000000,1.110000,1709094.000000,1.380000,1711247.000000,1.380000
16,20,8,24,2598979.000000,1.090000,2091607.000000,1.360000,2070918.000000,1.370000
16,20,8,28,3074639.000000,1.080000,2485551.000000,1.340000,2479727.000000,1.340000
16,20,12,4,428955.000000,1.020000,341498.000000,1.280000,351346.000000,1.240000
16,20,12,8,889145.000000,1.030000,728239.000000,1.260000,718603.000000,1.280000
16,20,12,12,1335462.000000,1.050000,1068053.000000,1.310000,1089675.000000,1.280000
16,20,12,16,1748534.000000,1.080000,1514206.000000,1.240000,1427188.000000,1.320000
16,20,12,20,2239324.000000,1.050000,1820463.000000,1.300000,1818635.000000,1.300000
16,20,12,24,2759537.000000,1.030000,2216350.000000,1.280000,2178815.000000,1.300000
16,20,12,28,3239574.000000,1.030000,2629004.000000,1.260000,2597253.000000,1.280000
16,20,16,4,451363.000000,0.980000,358700.000000,1.230000,374201.000000,1.180000
16,20,16,8,933928.000000,0.990000,761819.000000,1.210000,764291.000000,1.210000
16,20,16,12,1397204.000000,1.000000,1146136.000000,1.230000,1156837.000000,1.210000
16,20,16,16,1896413.000000,0.990000,1544091.000000,1.220000,1525242.000000,1.240000
16,20,16,20,2364338.000000,1.000000,1943485.000000,1.220000,1923887.000000,1.230000
16,20,16,24,2957609.000000,0.960000,2413945.000000,1.180000,2360552.000000,1.210000
16,20,16,28,3683665.000000,0.900000,3014873.000000,1.100000,2978703.000000,1.120000
16,20,20,4,474721.000000,0.940000,383347.000000,1.170000,399747.000000,1.120000
16,20,20,8,982457.000000,0.940000,822633.000000,1.130000,804991.000000,1.150000
16,20,20,12,1451033.000000,0.970000,1214194.000000,1.160000,1225272.000000,1.150000
16,20,20,16,1992375.000000,0.950000,1641356.000000,1.150000,1635122.000000,1.160000
16,20,20,20,2544873.000000,0.930000,2061021.000000,1.150000,2065004.000000,1.150000
16,20,20,24,3037908.000000,0.940000,2482074.000000,1.150000,2429328.000000,1.170000
16,20,20,28,3581336.000000,0.930000,2944820.000000,1.130000,2923186.000000,1.140000
16,20,24,4,495978.000000,0.910000,408934.000000,1.110000,422410.000000,1.070000
16,20,24,8,1021432.000000,0.910000,858895.000000,1.090000,844758.000000,1.100000
16,20,24,12,1504663.000000,0.940000,1292809.000000,1.090000,1297188.000000,1.090000
16,20,24,16,2073270.000000,0.910000,1728495.000000,1.100000,1690311.000000,1.120000
16,20,24,20,2701980.000000,0.880000,2201308.000000,1.080000,2231090.000000,1.070000
16,20,24,24,3254285.000000,0.880000,2655298.000000,1.080000,2587179.000000,1.110000
16,20,24,28,3745426.000000,0.890000,3103117.000000,1.080000,3083729.000000,1.080000
16,20,28,4,516121.000000,0.890000,418680.000000,1.090000,441078.000000,1.040000
16,20,28,8,1049952.000000,0.890000,899081.000000,1.040000,888760.000000,1.060000
16,20,28,12,1559204.000000,0.910000,1360387.000000,1.040000,1367719.000000,1.040000
16,20,28,16,2161328.000000,0.880000,1819953.000000,1.040000,1769691.000000,1.070000
16,20,28,20,2842847.000000,0.840000,2351131.000000,1.010000,2391452.000000,1.000000
16,20,28,24,3391376.000000,0.840000,2781526.000000,1.030000,2699133.000000,1.060000
16,20,28,28,4050904.000000,0.830000,3314296.000000,1.010000,3273044.000000,1.020000
16,24,4,4,532030.000000,1.140000,412760.000000,1.470000,434476.000000,1.390000
16,24,4,8,1128198.000000,1.150000,883167.000000,1.470000,901720.000000,1.440000
16,24,4,12,1667424.000000,1.190000,1302566.000000,1.520000,1334455.000000,1.490000
16,24,4,16,2246983.000000,1.190000,1780231.000000,1.500000,1804768.000000,1.480000
16,24,4,20,2845854.000000,1.180000,2269596.000000,1.480000,2271180.000000,1.480000
16,24,4,24,3441329.000000,1.180000,2740978.000000,1.480000,2730193.000000,1.480000
16,24,4,28,4037036.000000,1.170000,3233908.000000,1.460000,3251753.000000,1.460000
16,24,8,4,557888.000000,1.100000,439354.000000,1.390000,458623.000000,1.340000
16,24,8,8,1167939.000000,1.110000,928027.000000,1.400000,932430.000000,1.390000
16,24,8,12,1762105.000000,1.130000,1398685.000000,1.420000,1432864.000000,1.390000
16,24,8,16,2412118.000000,1.110000,1920397.000000,1.390000,1930749.000000,1.390000
16,24,8,20,2952263.000000,1.140000,2379847.000000,1.410000,2382166.000000,1.410000
16,24,8,24,3580682.000000,1.130000,2896831.000000,1.400000,2860097.000000,1.420000
16,24,8,28,4208780.000000,1.130000,3456186.000000,1.370000,3403253.000000,1.390000
16,24,12,4,585940.000000,1.060000,467040.000000,1.320000,486591.000000,1.270000
16,24,12,8,1220853.000000,1.070000,970069.000000,1.350000,980323.000000,1.330000
16,24,12,12,1837702.000000,1.090000,1467685.000000,1.360000,1494365.000000,1.340000
16,24,12,16,2491239.000000,1.080000,2015966.000000,1.330000,2010842.000000,1.330000
16,24,12,20,3145271.000000,1.070000,2547065.000000,1.320000,2539998.000000,1.330000
16,24,12,24,3792572.000000,1.070000,3085527.000000,1.320000,3018800.000000,1.340000
16,24,12,28,4430717.000000,1.070000,3633023.000000,1.310000,3560116.000000,1.330000
16,24,16,4,612047.000000,1.020000,496606.000000,1.260000,512835.000000,1.220000
16,24,16,8,1272639.000000,1.030000,1030355.000000,1.270000,1032239.000000,1.270000
16,24,16,12,1905652.000000,1.050000,1565818.000000,1.280000,1578305.000000,1.270000
16,24,16,16,2603057.000000,1.030000,2117793.000000,1.270000,2098579.000000,1.280000
16,24,16,20,3302282.000000,1.020000,2660044.000000,1.270000,2661898.000000,1.270000
16,24,16,24,3948976.000000,1.030000,3214642.000000,1.260000,3133809.000000,1.300000
16,24,16,28,4653621.000000,1.020000,3849573.000000,1.240000,3753179.000000,1.270000
16,24,20,4,638328.000000,0.990000,519143.000000,1.220000,537453.000000,1.170000
16,24,20,8,1319339.000000,1.000000,1090717.000000,1.210000,1080046.000000,1.220000
16,24,20,12,1973098.000000,1.020000,1638873.000000,1.230000,1660144.000000,1.210000
16,24,20,16,2719050.000000,0.990000,2227469.000000,1.210000,2204917.000000,1.220000
16,24,20,20,3455362.000000,0.980000,2770804.000000,1.220000,2798182.000000,1.210000
16,24,20,24,4115252.000000,0.990000,3373844.000000,1.210000,3297886.000000,1.230000
16,24,20,28,4837327.000000,0.980000,4022841.000000,1.180000,3983402.000000,1.200000
16,24,24,4,664511.000000,0.960000,546752.000000,1.170000,566668.000000,1.130000
16,24,24,8,1377633.000000,0.960000,1155711.000000,1.150000,1207443.000000,1.100000
16,24,24,12,2137096.000000,0.940000,1731491.000000,1.160000,1747807.000000,1.150000
16,24,24,16,2825349.000000,0.960000,2339240.000000,1.160000,2373421.000000,1.140000
16,24,24,20,3640476.000000,0.930000,2948650.000000,1.150000,2993899.000000,1.130000
16,24,24,24,4381050.000000,0.930000,3564763.000000,1.140000,3476469.000000,1.170000
16,24,24,28,5048704.000000,0.940000,4227995.000000,1.130000,4148438.000000,1.150000
16,24,28,4,690634.000000,0.930000,580031.000000,1.110000,593382.000000,1.090000
16,24,28,8,1430054.000000,0.930000,1217447.000000,1.090000,1182968.000000,1.130000
16,24,28,12,2109214.000000,0.960000,1814171.000000,1.110000,1903498.000000,1.060000
16,24,28,16,2933720.000000,0.920000,2442031.000000,1.110000,2384995.000000,1.140000
16,24,28,20,3813599.000000,0.890000,3151616.000000,1.080000,3194701.000000,1.060000
16,24,28,24,4537795.000000,0.900000,3724666.000000,1.100000,3630311.000000,1.130000
16,24,28,28,5374716.000000,0.890000,4452249.000000,1.070000,4368353.000000,1.090000
16,28,4,4,703264.000000,1.160000,544755.000000,1.500000,569196.000000,1.440000
16,28,4,8,1460732.000000,1.200000,1140936.000000,1.530000,1171869.000000,1.490000
16,28,4,12,2226722.000000,1.200000,1738937.000000,1.540000,1790876.000000,1.500000
16,28,4,16,2986366.000000,1.210000,2361193.000000,1.530000,2402691.000000,1.500000
16,28,4,20,3799274.000000,1.200000,3025669.000000,1.500000,3048982.000000,1.490000
16,28,4,24,4578436.000000,1.200000,3704414.000000,1.480000,3684281.000000,1.490000
16,28,4,28,5409545.000000,1.180000,4397448.000000,1.460000,4391369.000000,1.460000
16,28,8,4,735782.000000,1.120000,579058.000000,1.430000,598219.000000,1.380000
16,28,8,8,1536436.000000,1.140000,1214086.000000,1.450000,1233896.000000,1.420000
16,28,8,12,2305974.000000,1.170000,1822982.000000,1.480000,1875361.000000,1.430000
16,28,8,16,3111786.000000,1.160000,2499909.000000,1.450000,2502461.000000,1.450000
16,28,8,20,3927661.000000,1.160000,3158417.000000,1.440000,3167349.000000,1.440000
16,28,8,24,4792469.000000,1.140000,3895873.000000,1.410000,3827956.000000,1.430000
16,28,8,28,5642308.000000,1.140000,4619195.000000,1.390000,4579736.000000,1.400000
16,28,12,4,789874.000000,1.050000,611851.000000,1.360000,631348.000000,1.320000
16,28,12,8,1600242.000000,1.100000,1300955.000000,1.360000,1306710.000000,1.350000
16,28,12,12,2444456.000000,1.100000,1922410.000000,1.400000,1972976.000000,1.370000
16,28,12,16,3202502.000000,1.130000,2608032.000000,1.390000,2608472.000000,1.390000
16,28,12,20,4105914.000000,1.110000,3341439.000000,1.360000,3324339.000000,1.370000
16,28,12,24,4963326.000000,1.110000,4062263.000000,1.350000,4023213.000000,1.370000
16,28,12,28,5886306.000000,1.090000,4818358.000000,1.330000,4765971.000000,1.350000
16,28,16,4,792650.000000,1.060000,642705.000000,1.310000,664451.000000,1.260000
16,28,16,8,1662951.000000,1.070000,1344351.000000,1.320000,1356412.000000,1.310000
16,28,16,12,2507863.000000,1.080000,2025672.000000,1.340000,2076074.000000,1.300000
16,28,16,16,3405444.000000,1.070000,2749841.000000,1.320000,2743594.000000,1.330000
16,28,16,20,4281987.000000,1.070000,3478446.000000,1.310000,3472770.000000,1.320000
16,28,16,24,5279840.000000,1.040000,4297242.000000,1.280000,4214946.000000,1.300000
16,28,16,28,6152152.000000,1.050000,5047269.000000,1.270000,4991637.000000,1.290000
16,28,20,4,826432.000000,1.030000,670420.000000,1.260000,689507.000000,1.230000
16,28,20,8,1722093.000000,1.030000,1424492.000000,1.250000,1415152.000000,1.260000
16,28,20,12,2593335.000000,1.050000,2130331.000000,1.270000,2175719.000000,1.250000
16,28,20,16,3522896.000000,1.030000,2881248.000000,1.260000,2871434.000000,1.270000
16,28,20,20,4510267.000000,1.010000,3619722.000000,1.260000,3661753.000000,1.250000
16,28,20,24,5468530.000000,1.010000,4493730.000000,1.230000,4424460.000000,1.240000
16,28,20,28,6430217.000000,1.000000,5333631.000000,1.210000,5263464.000000,1.220000
16,28,24,4,855541.000000,1.000000,708712.000000,1.210000,722646.000000,1.180000
16,28,24,8,1792102.000000,1.000000,1527994.000000,1.170000,1473746.000000,1.210000
16,28,24,12,2708324.000000,1.000000,2232347.000000,1.220000,2264180.000000,1.200000
16,28,24,16,3646070.000000,1.000000,3010672.000000,1.210000,2983646.000000,1.220000
16,28,24,20,4727523.000000,0.970000,3818900.000000,1.200000,3889264.000000,1.180000
16,28,24,24,5709772.000000,0.970000,4673709.000000,1.180000,4589614.000000,1.200000
16,28,24,28,6648639.000000,0.970000,5499984.000000,1.170000,5474167.000000,1.180000
16,28,28,4,887497.000000,0.970000,732659.000000,1.180000,750661.000000,1.150000
16,28,28,8,1834853.000000,0.980000,1550331.000000,1.160000,1527945.000000,1.170000
16,28,28,12,2746154.000000,0.990000,2362862.000000,1.150000,2363177.000000,1.150000
16,28,28,16,3773438.000000,0.970000,3138866.000000,1.170000,3088285.000000,1.180000
16,28,28,20,4935910.000000,0.930000,4033317.000000,1.140000,4126251.000000,1.110000
16,28,28,24,5900474.000000,0.940000,4843693.000000,1.140000,4730514.000000,1.170000
16,28,28,28,7025637.000000,0.920000,5755947.000000,1.120000,5714687.000000,1.130000
20,4,4,4,41627.000000,0.650000,34718.000000,0.780000,33622.000000,0.800000
20,4,4,8,106041.000000,0.520000,68678.000000,0.810000,68527.000000,0.810000
20,4,4,12,117904.000000,0.710000,88970.000000,0.940000,87777.000000,0.950000
20,4,4,16,153442.000000,0.730000,244713.000000,0.460000,244821.000000,0.460000
20,4,4,20,197545.000000,0.710000,148578.000000,0.940000,144052.000000,0.970000
20,4,4,24,236019.000000,0.710000,178732.000000,0.940000,172881.000000,0.980000
20,4,4,28,288713.000000,0.680000,213846.000000,0.920000,210627.000000,0.930000
20,4,8,4,47195.000000,0.600000,40271.000000,0.700000,38802.000000,0.730000
20,4,8,8,97264.000000,0.580000,79292.000000,0.710000,78521.000000,0.720000
20,4,8,12,163679.000000,0.520000,130138.000000,0.650000,129615.000000,0.660000
20,4,8,16,199799.000000,0.570000,156534.000000,0.720000,151919.000000,0.750000
20,4,8,20,220394.000000,0.640000,172327.000000,0.820000,167165.000000,0.850000
20,4,8,24,270501.000000,0.630000,210347.000000,0.810000,199059.000000,0.850000
20,4,8,28,417443.000000,0.470000,330215.000000,0.600000,319227.000000,0.620000
20,4,12,4,52406.000000,0.570000,45100.000000,0.660000,44148.000000,0.670000
20,4,12,8,107174.000000,0.540000,89738.000000,0.650000,88843.000000,0.650000
20,4,12,12,169419.000000,0.510000,132273.000000,0.650000,131310.000000,0.660000
20,4,12,16,374916.000000,0.310000,327955.000000,0.350000,324096.000000,0.350000
20,4,12,20,283435.000000,0.500000,226125.000000,0.630000,215201.000000,0.660000
20,4,12,24,341304.000000,0.500000,272158.000000,0.630000,252827.000000,0.680000
20,4,12,28,366493.000000,0.540000,291036.000000,0.690000,274127.000000,0.730000
20,4,16,4,57682.000000,0.540000,50502.000000,0.610000,49732.000000,0.620000
20,4,16,8,117105.000000,0.510000,99974.000000,0.590000,99028.000000,0.600000
20,4,16,12,184409.000000,0.470000,150563.000000,0.580000,148964.000000,0.590000
20,4,16,16,235740.000000,0.490000,198912.000000,0.580000,190787.000000,0.610000
20,4,16,20,539624.000000,0.270000,470744.000000,0.310000,463715.000000,0.310000
20,4,16,24,659862.000000,0.260000,581079.000000,0.300000,559788.000000,0.310000
20,4,16,28,618302.000000,0.320000,519584.000000,0.390000,500636.000000,0.400000
20,4,20,4,62696.000000,0.510000,55879.000000,0.580000,54642.000000,0.590000
20,4,20,8,126546.000000,0.480000,110692.000000,0.550000,109569.000000,0.550000
20,4,20,12,197675.000000,0.450000,168116.000000,0.530000,166898.000000,0.530000
20,4,20,16,260057.000000,0.450000,221860.000000,0.530000,210867.000000,0.560000
20,4,20,20,349754.000000,0.420000,277185.000000,0.520000,268632.000000,0.540000
20,4,20,24,603475.000000,0.290000,556300.000000,0.310000,536215.000000,0.320000
20,4,20,28,631932.000000,0.320000,553222.000000,0.370000,537005.000000,0.380000
20,4,24,4,68230.000000,0.490000,60936.000000,0.550000,60211.000000,0.560000
20,4,24,8,137150.000000,0.450000,121161.000000,0.510000,119732.000000,0.520000
20,4,24,12,211343.000000,0.430000,186140.000000,0.480000,188034.000000,0.480000
20,4,24,16,276996.000000,0.430000,245077.000000,0.480000,230678.000000,0.510000
20,4,24,20,387099.000000,0.380000,314665.000000,0.470000,309496.000000,0.470000
20,4,24,24,467092.000000,0.370000,375291.000000,0.470000,345274.000000,0.510000
20,4,24,28,655922.000000,0.310000,560758.000000,0.360000,539628.000000,0.380000
20,4,28,4,73917.000000,0.470000,66190.000000,0.530000,65803.000000,0.530000
20,4,28,8,146345.000000,0.430000,131112.000000,0.480000,130173.000000,0.490000
20,4,28,12,227181.000000,0.400000,204228.000000,0.450000,199999.000000,0.460000
20,4,28,16,301743.000000,0.400000,268418.000000,0.450000,247382.000000,0.480000
20,4,28,20,425495.000000,0.350000,351817.000000,0.420000,350829.000000,0.420000
20,4,28,24,502496.000000,0.350000,411322.000000,0.430000,372260.000000,0.470000
20,4,28,28,597364.000000,0.340000,497664.000000,0.410000,466294.000000,0.440000
20,8,4,4,104364.000000,0.900000,83618.000000,1.120000,81512.000000,1.150000
20,8,4,8,206913.000000,0.950000,153696.000000,1.280000,158093.000000,1.240000
20,8,4,12,307281.000000,0.970000,231428.000000,1.290000,233012.000000,1.280000
20,8,4,16,413953.000000,0.970000,316490.000000,1.270000,318839.000000,1.260000
20,8,4,20,525082.000000,0.960000,398532.000000,1.260000,394624.000000,1.280000
20,8,4,24,629048.000000,0.960000,503501.000000,1.200000,479357.000000,1.260000
20,8,4,28,882448.000000,0.800000,712004.000000,1.000000,707189.000000,1.000000
20,8,8,4,117917.000000,0.820000,93139.000000,1.030000,92329.000000,1.040000
20,8,8,8,234860.000000,0.850000,187388.000000,1.060000,187323.000000,1.060000
20,8,8,12,336365.000000,0.900000,261792.000000,1.150000,263857.000000,1.140000
20,8,8,16,455532.000000,0.890000,367753.000000,1.100000,354329.000000,1.140000
20,8,8,20,567614.000000,0.890000,449618.000000,1.130000,441650.000000,1.150000
20,8,8,24,692205.000000,0.880000,551065.000000,1.110000,531524.000000,1.150000
20,8,8,28,816154.000000,0.870000,666686.000000,1.070000,652347.000000,1.090000
20,8,12,4,124930.000000,0.790000,103526.000000,0.950000,102361.000000,0.960000
20,8,12,8,253858.000000,0.790000,205370.000000,0.980000,212288.000000,0.950000
20,8,12,12,408645.000000,0.740000,310250.000000,0.980000,309180.000000,0.980000
20,8,12,16,518501.000000,0.780000,424166.000000,0.960000,412573.000000,0.990000
20,8,12,20,661546.000000,0.770000,531424.000000,0.960000,518392.000000,0.980000
20,8,12,24,754132.000000,0.810000,618040.000000,0.990000,584261.000000,1.050000
20,8,12,28,1026407.000000,0.700000,853252.000000,0.840000,819764.000000,0.870000
20,8,16,4,135570.000000,0.750000,112315.000000,0.900000,112828.000000,0.900000
20,8,16,8,273545.000000,0.750000,228724.000000,0.890000,229599.000000,0.890000
20,8,16,12,423385.000000,0.720000,347394.000000,0.880000,344063.000000,0.890000
20,8,16,16,554394.000000,0.740000,474705.000000,0.860000,448105.000000,0.910000
20,8,16,20,757752.000000,0.680000,618304.000000,0.830000,603672.000000,0.850000
20,8,16,24,1001134.000000,0.610000,832944.000000,0.740000,796060.000000,0.770000
20,8,16,28,1107532.000000,0.650000,928152.000000,0.770000,891017.000000,0.800000
20,8,20,4,146224.000000,0.710000,123461.000000,0.840000,123787.000000,0.840000
20,8,20,8,294238.000000,0.700000,250382.000000,0.830000,250535.000000,0.820000
20,8,20,12,454141.000000,0.680000,382353.000000,0.810000,379663.000000,0.810000
20,8,20,16,602410.000000,0.680000,518588.000000,0.790000,491801.000000,0.840000
20,8,20,20,804671.000000,0.640000,643613.000000,0.800000,627646.000000,0.820000
20,8,20,24,1009700.000000,0.610000,836101.000000,0.740000,793382.000000,0.780000
20,8,20,28,1348544.000000,0.530000,1157669.000000,0.620000,1126074.000000,0.640000
20,8,24,4,156237.000000,0.680000,136725.000000,0.780000,135832.000000,0.790000
20,8,24,8,313265.000000,0.670000,272611.000000,0.770000,272512.000000,0.770000
20,8,24,12,480894.000000,0.650000,420099.000000,0.740000,414648.000000,0.750000
20,8,24,16,644043.000000,0.640000,564296.000000,0.730000,531063.000000,0.780000
20,8,24,20,881558.000000,0.590000,717850.000000,0.720000,714950.000000,0.720000
20,8,24,24,1060871.000000,0.580000,859985.000000,0.720000,804526.000000,0.770000
20,8,24,28,1431991.000000,0.500000,1231494.000000,0.590000,1200807.000000,0.600000
20,8,28,4,170688.000000,0.640000,145637.000000,0.750000,145012.000000,0.750000
20,8,28,8,343527.000000,0.620000,292464.000000,0.720000,290465.000000,0.730000
20,8,28,12,510013.000000,0.620000,457908.000000,0.690000,449502.000000,0.700000
20,8,28,16,692870.000000,0.600000,609947.000000,0.680000,567974.000000,0.730000
20,8,28,20,958192.000000,0.540000,790579.000000,0.660000,794667.000000,0.650000
20,8,28,24,1127703.000000,0.550000,928336.000000,0.670000,862503.000000,0.720000
20,8,28,28,1333940.000000,0.540000,1124469.000000,0.640000,1071992.000000,0.680000
20,12,4,4,198353.000000,1.010000,153381.000000,1.300000,155736.000000,1.280000
20,12,4,8,398060.000000,1.060000,310551.000000,1.360000,315409.000000,1.340000
20,12,4,12,606582.000000,1.060000,474888.000000,1.360000,479135.000000,1.350000
20,12,4,16,818696.000000,1.060000,652541.000000,1.330000,658026.000000,1.320000
20,12,4,20,1090347.000000,1.000000,875541.000000,1.250000,872868.000000,1.250000
20,12,4,24,1343715.000000,0.980000,1087495.000000,1.210000,1627603.000000,0.810000
20,12,4,28,2316311.000000,0.660000,1975394.000000,0.780000,1983806.000000,0.770000
20,12,8,4,213980.000000,0.950000,171892.000000,1.190000,171492.000000,1.190000
20,12,8,8,454567.000000,0.940000,358434.000000,1.190000,356094.000000,1.200000
20,12,8,12,670344.000000,0.970000,549842.000000,1.180000,553922.000000,1.170000
20,12,8,16,924931.000000,0.940000,768744.000000,1.130000,759122.000000,1.150000
20,12,8,20,1161460.000000,0.940000,958146.000000,1.140000,953316.000000,1.150000
20,12,8,24,1342557.000000,0.980000,1080446.000000,1.220000,1057597.000000,1.250000
20,12,8,28,1738440.000000,0.890000,1441743.000000,1.070000,1418644.000000,1.090000
20,12,12,4,229766.000000,0.900000,188186.000000,1.100000,188015.000000,1.100000
20,12,12,8,479962.000000,0.900000,392641.000000,1.100000,388514.000000,1.110000
20,12,12,12,715365.000000,0.910000,579621.000000,1.130000,582893.000000,1.120000
20,12,12,16,978497.000000,0.900000,820444.000000,1.070000,803808.000000,1.090000
20,12,12,20,1178327.000000,0.930000,959846.000000,1.150000,952796.000000,1.150000
20,12,12,24,1610183.000000,0.820000,1338103.000000,0.990000,1294058.000000,1.020000
20,12,12,28,1703547.000000,0.910000,1415953.000000,1.090000,1369373.000000,1.130000
20,12,16,4,245286.000000,0.860000,198509.000000,1.070000,203435.000000,1.040000
20,12,16,8,502663.000000,0.860000,427185.000000,1.020000,418280.000000,1.040000
20,12,16,12,754696.000000,0.870000,636461.000000,1.030000,634488.000000,1.040000
20,12,16,16,1025884.000000,0.860000,854846.000000,1.030000,833568.000000,1.060000
20,12,16,20,1254703.000000,0.880000,1039480.000000,1.060000,1026746.000000,1.070000
20,12,16,24,1541726.000000,0.860000,1284302.000000,1.030000,1228665.000000,1.080000
20,12,16,28,1840244.000000,0.840000,1532969.000000,1.010000,1485504.000000,1.040000
20,12,20,4,261409.000000,0.820000,216867.000000,0.990000,237587.000000,0.910000
20,12,20,8,572870.000000,0.770000,462957.000000,0.950000,450360.000000,0.970000
20,12,20,12,800093.000000,0.830000,684587.000000,0.970000,687151.000000,0.960000
20,12,20,16,1089527.000000,0.810000,924674.000000,0.960000,895964.000000,0.990000
20,12,20,20,1397697.000000,0.790000,1155717.000000,0.960000,1139105.000000,0.970000
20,12,20,24,1840753.000000,0.720000,1540382.000000,0.860000,1487423.000000,0.890000
20,12,20,28,2004590.000000,0.770000,1692640.000000,0.920000,1639290.000000,0.950000
20,12,24,4,275984.000000,0.800000,236473.000000,0.930000,233886.000000,0.940000
20,12,24,8,568788.000000,0.780000,508155.000000,0.870000,479381.000000,0.920000
20,12,24,12,845692.000000,0.790000,861297.000000,0.770000,736398.000000,0.900000
20,12,24,16,1159961.000000,0.770000,992217.000000,0.900000,949882.000000,0.930000
20,12,24,20,1512778.000000,0.730000,1275778.000000,0.870000,1263797.000000,0.880000
20,12,24,24,1828097.000000,0.730000,1526667.000000,0.870000,1443845.000000,0.920000
20,12,24,28,2257782.000000,0.690000,1939900.000000,0.800000,1890062.000000,0.820000
20,12,28,4,291619.000000,0.770000,250334.000000,0.890000,250410.000000,0.890000
20,12,28,8,590362.000000,0.760000,533899.000000,0.840000,510959.000000,0.870000
20,12,28,12,876120.000000,0.760000,797787.000000,0.840000,791668.000000,0.850000
20,12,28,16,1213546.000000,0.740000,1064574.000000,0.840000,1004938.000000,0.890000
20,12,28,20,1624755.000000,0.690000,1379221.000000,0.810000,1387044.000000,0.800000
20,12,28,24,1926979.000000,0.690000,1625385.000000,0.820000,1525335.000000,0.880000
20,12,28,28,2329201.000000,0.670000,1947894.000000,0.800000,1873586.000000,0.830000
20,16,4,4,320624.000000,1.080000,242490.000000,1.430000,260306.000000,1.330000
20,16,4,8,653062.000000,1.130000,516189.000000,1.420000,524774.000000,1.400000
20,16,4,12,992236.000000,1.130000,784080.000000,1.430000,794499.000000,1.420000
20,16,4,16,1320613.000000,1.150000,1050126.000000,1.440000,1066433.000000,1.420000
20,16,4,20,1692533.000000,1.120000,1343317.000000,1.420000,1346990.000000,1.410000
20,16,4,24,2079997.000000,1.100000,1644887.000000,1.390000,1636343.000000,1.400000
20,16,4,28,2468827.000000,1.090000,1957321.000000,1.370000,1966944.000000,1.360000
20,16,8,4,344278.000000,1.020000,263302.000000,1.330000,280810.000000,1.250000
20,16,8,8,709237.000000,1.040000,574254.000000,1.290000,575405.000000,1.290000
